iter	MultiClass
922	0.2855340201
923	0.2853576834
924	0.285176697
925	0.2848667241
926	0.2846648561
927	0.2844089944
928	0.2842694616
929	0.2839286138
930	0.2837781343
931	0.2836164397
932	0.2833628592
933	0.2831087243
934	0.2827631359
935	0.2825443494
936	0.2822925042
937	0.2821006
938	0.2819571764
939	0.2816114307
940	0.2814023136
941	0.2811615477
942	0.2809955988
943	0.2808701982
944	0.2807139202
945	0.2804425322
946	0.2802846348
947	0.2800501392
948	0.2796326637
949	0.2794928316
950	0.2791583306
951	0.278965122
952	0.2786938802
953	0.2783090092
954	0.277989535
955	0.2777640045
956	0.2775453293
957	0.2772114608
958	0.2771010387
959	0.2766980283
960	0.2765566957
961	0.2762631554
962	0.2760175409
963	0.2758265887
964	0.2755327886
965	0.2754066862
966	0.2751957628
967	0.2747936549
968	0.2743561333
969	0.2741316494
970	0.273839917
971	0.2736414372
972	0.2734065952
973	0.2732360059
974	0.2729874214
975	0.2728152378
976	0.272621018
977	0.2722963677
978	0.2720558719
979	0.2718547835
980	0.2715621279
981	0.2713529745
982	0.2711081621
983	0.2708961466
984	0.270581775
985	0.270312633
986	0.2701042579
987	0.2698989064
988	0.2697529207
989	0.2694767757
990	0.2691673272
991	0.2689430687
992	0.2686881554
993	0.2684344859
994	0.2681688832
995	0.2679684393
996	0.2677415425
997	0.2674446717
998	0.2671653241
999	0.2667779771
